data,mes,dia_semana,maquina,tipo_maquina,turno,operador,producao,capacidade_maxima,tempo_parado_min,motivo_parada,temperatura_celsius
07/01/2025,January 2025,Tuesday,M5,Solda Robotica,Tarde,João Pereira,108.0,120,0,Sem parada,63.4
02/04/2025,April 2025,Wednesday,M5,Solda Robotica,Tarde,Carlos Silva,130.0,120,0,Sem parada,74.7
10/06/2025,June 2025,Tuesday,M4,Injetora,Manhã,Ana Souza,179.0,200,0,Sem parada,96.5
21/01/2025,January 2025,Tuesday,M1,Torno CNC,Manhã,João Pereira,172.0,160,36,Setup de máquina,83.8
07/01/2025,January 2025,Tuesday,M4,Injetora,Manhã,Maria Lima,213.0,200,0,Sem parada,88.8
22/01/2025,January 2025,Wednesday,M5,Solda Robotica,Noite,Maria Lima,149.0,120,0,Sem parada,75.6
15/01/2025,January 2025,Wednesday,M5,Solda Robotica,Manhã,João Pereira,110.0,120,0,Sem parada,63.9
01/04/2025,April 2025,Tuesday,M5,Solda Robotica,Noite,João Pereira,114.0,120,59,Setup de máquina,69.7
10/04/2025,April 2025,Thursday,M1,Torno CNC,Noite,João Pereira,155.0,160,0,Sem parada,72.1
06/05/2025,May 2025,Tuesday,M2,Fresadora,Noite,Maria Lima,189.0,180,0,Sem parada,83.5
29/05/2025,May 2025,Thursday,M3,Prensa Hidráulica,Manhã,Ana Souza,165.0,140,0,Sem parada,86.9
14/03/2025,March 2025,Friday,M1,Torno CNC,Tarde,Maria Lima,128.0,160,0,Sem parada,79.4
07/04/2025,April 2025,Monday,M2,Fresadora,Manhã,Carlos Silva,180.0,180,0,Sem parada,85.0
27/05/2025,May 2025,Tuesday,M2,Fresadora,Noite,Ana Souza,178.0,180,0,Sem parada,84.8
26/03/2025,March 2025,Wednesday,M1,Torno CNC,Manhã,Pedro Santos,184.0,160,0,Sem parada,74.7
03/04/2025,April 2025,Thursday,M4,Injetora,Manhã,João Pereira,197.0,200,0,Sem parada,91.3
25/02/2025,February 2025,Tuesday,M3,Prensa Hidráulica,Manhã,Maria Lima,150.0,140,0,Sem parada,82.1
02/05/2025,May 2025,Friday,M4,Injetora,Noite,Pedro Santos,203.0,200,0,Sem parada,96.6
06/01/2025,January 2025,Monday,M1,Torno CNC,Manhã,Ana Souza,154.0,160,20,Falha mecânica,79.8
13/06/2025,June 2025,Friday,M2,Fresadora,Manhã,Pedro Santos,168.0,180,0,Sem parada,87.1
27/03/2025,March 2025,Thursday,M3,Prensa Hidráulica,Tarde,Maria Lima,141.0,140,0,Sem parada,84.9
20/05/2025,May 2025,Tuesday,M2,Fresadora,Noite,Carlos Silva,183.0,180,0,Sem parada,91.4
08/01/2025,January 2025,Wednesday,M1,Torno CNC,Tarde,João Pereira,151.0,160,0,Sem parada,76.2
23/06/2025,June 2025,Monday,M3,Prensa Hidráulica,Tarde,Pedro Santos,138.0,140,0,Sem parada,91.5
08/05/2025,May 2025,Thursday,M1,Torno CNC,Tarde,Pedro Santos,167.0,160,0,Sem parada,70.6
30/05/2025,May 2025,Friday,M2,Fresadora,Tarde,Ana Souza,169.0,180,0,Sem parada,88.6
05/05/2025,May 2025,Monday,M5,Solda Robotica,Tarde,Ana Souza,128.0,120,0,Sem parada,63.8
16/06/2025,June 2025,Monday,M2,Fresadora,Manhã,Ana Souza,189.0,180,0,Sem parada,92.3
24/03/2025,March 2025,Monday,M2,Fresadora,Manhã,Carlos Silva,194.0,180,0,Sem parada,87.5
15/04/2025,April 2025,Tuesday,M2,Fresadora,Tarde,Pedro Santos,153.0,180,0,Sem parada,90.0
03/01/2025,January 2025,Friday,M1,Torno CNC,Manhã,Maria Lima,153.0,160,0,Sem parada,74.1
09/04/2025,April 2025,Wednesday,M2,Fresadora,Noite,Pedro Santos,172.0,180,0,Sem parada,54.2
13/03/2025,March 2025,Thursday,M4,Injetora,Manhã,Ana Souza,212.0,200,0,Sem parada,101.1
25/02/2025,February 2025,Tuesday,M1,Torno CNC,Manhã,Pedro Santos,169.0,160,0,Sem parada,76.4
21/04/2025,April 2025,Monday,M4,Injetora,Noite,Maria Lima,175.0,200,0,Sem parada,100.6
28/03/2025,March 2025,Friday,M4,Injetora,Noite,Pedro Santos,180.0,200,0,Sem parada,92.0
16/04/2025,April 2025,Wednesday,M4,Injetora,Manhã,Ana Souza,191.0,200,0,Sem parada,94.6
25/06/2025,June 2025,Wednesday,M1,Torno CNC,Tarde,João Pereira,176.0,160,0,Sem parada,72.8
22/05/2025,May 2025,Thursday,M1,Torno CNC,Noite,Pedro Santos,160.0,160,0,Sem parada,77.2
14/02/2025,February 2025,Friday,M2,Fresadora,Noite,Carlos Silva,181.0,180,0,Sem parada,81.6
22/05/2025,May 2025,Thursday,M3,Prensa Hidráulica,Noite,Ana Souza,152.0,140,0,Sem parada,88.3
03/01/2025,January 2025,Friday,M5,Solda Robotica,Noite,Carlos Silva,110.0,120,18,Falha mecânica,72.6
31/01/2025,January 2025,Friday,M1,Torno CNC,Tarde,Maria Lima,159.0,160,0,Sem parada,72.3
16/01/2025,January 2025,Thursday,M2,Fresadora,Manhã,Carlos Silva,168.0,180,0,Sem parada,83.4
21/02/2025,February 2025,Friday,M5,Solda Robotica,Manhã,Carlos Silva,105.0,120,51,Falta de insumo,74.8
04/02/2025,February 2025,Tuesday,M2,Fresadora,Noite,Ana Souza,182.0,180,0,Sem parada,80.1
24/06/2025,June 2025,Tuesday,M1,Torno CNC,Manhã,João Pereira,172.0,160,0,Sem parada,83.5
29/04/2025,April 2025,Tuesday,M5,Solda Robotica,Tarde,Maria Lima,106.0,120,0,Sem parada,67.2
27/02/2025,February 2025,Thursday,M2,Fresadora,Tarde,João Pereira,188.0,180,0,Sem parada,93.1
18/06/2025,June 2025,Wednesday,M3,Prensa Hidráulica,Tarde,João Pereira,147.0,140,0,Sem parada,93.7
03/02/2025,February 2025,Monday,M3,Prensa Hidráulica,Manhã,Carlos Silva,132.0,140,0,Sem parada,83.0
31/03/2025,March 2025,Monday,M2,Fresadora,Tarde,João Pereira,188.0,180,0,Sem parada,83.5
25/02/2025,February 2025,Tuesday,M2,Fresadora,Noite,Pedro Santos,167.0,180,39,Falta de insumo,92.0
19/02/2025,February 2025,Wednesday,M2,Fresadora,Tarde,Pedro Santos,187.0,180,0,Sem parada,83.1
03/04/2025,April 2025,Thursday,M4,Injetora,Noite,Maria Lima,187.0,200,0,Sem parada,93.5
08/04/2025,April 2025,Tuesday,M2,Fresadora,Noite,Pedro Santos,180.0,180,-4,Sem parada,88.0
17/01/2025,January 2025,Friday,M2,Fresadora,Noite,Ana Souza,180.0,180,0,Sem parada,87.5
25/03/2025,March 2025,Tuesday,M2,Fresadora,Manhã,Pedro Santos,171.0,180,0,Sem parada,84.8
18/04/2025,April 2025,Friday,M3,Prensa Hidráulica,Noite,Carlos Silva,127.0,140,0,Sem parada,88.1
24/04/2025,April 2025,Thursday,m1,Torno CNC,Tarde,Maria Lima,159.0,160,0,Sem parada,74.1
24/06/2025,June 2025,Tuesday,M3,Prensa Hidráulica,Noite,Pedro Santos,,140,0,Sem parada,89.2
02/05/2025,May 2025,Friday,M5,Solda Robotica,Noite,Ana Souza,110.0,120,0,Sem parada,72.0
03/06/2025,June 2025,Tuesday,M4,Injetora,Manhã,Pedro Santos,189.0,200,0,Sem parada,93.6
26/05/2025,May 2025,Monday,M2,Fresadora,Noite,Carlos Silva,169.0,180,0,Sem parada,89.3
02/05/2025,May 2025,Friday,M2,Fresadora,Tarde,Pedro Santos,186.0,180,0,Sem parada,92.3
02/05/2025,May 2025,Friday,M5,Solda Robotica,Manhã,Ana Souza,136.0,120,0,Sem parada,75.4
21/04/2025,April 2025,Monday,M4,Injetora,Manhã,Carlos Silva,171.0,200,0,Sem parada,97.0
12/02/2025,February 2025,Wednesday,M5,Solda Robotica,Noite,Carlos Silva,119.0,120,56,Setup de máquina,69.7
19/03/2025,March 2025,Wednesday,M3,Prensa Hidráulica,Tarde,Carlos Silva,154.0,140,0,Sem parada,89.9
27/05/2025,May 2025,Tuesday,M1,Torno CNC,Manhã,Carlos Silva,153.0,160,0,Sem parada,71.9
13/01/2025,January 2025,Monday,M2,Fresadora,Manhã,João Pereira,173.0,180,0,Sem parada,81.7
05/06/2025,June 2025,Thursday,M2,Fresadora,Tarde,Ana Souza,187.0,180,0,Sem parada,94.0
09/05/2025,May 2025,Friday,M5,Solda Robotica,Noite,Maria Lima,115.0,120,0,Sem parada,70.9
29/04/2025,April 2025,Tuesday,M2,Fresadora,Noite,Ana Souza,186.0,180,0,Sem parada,80.4
31/03/2025,March 2025,Monday,M2,Fresadora,Manhã,Maria Lima,176.0,180,-1,Sem parada,93.0
31/01/2025,January 2025,Friday,M5,Solda Robotica,Noite,Ana Souza,126.0,120,0,Sem parada,72.2
05/05/2025,May 2025,Monday,M4,Injetora,Tarde,Carlos Silva,181.0,200,0,Sem parada,90.5
09/06/2025,June 2025,Monday,M5,Solda Robotica,Noite,João Pereira,106.0,120,7,Setup de máquina,67.3
17/01/2025,January 2025,Friday,M5,Solda Robotica,Noite,João Pereira,129.0,120,0,Sem parada,67.1
12/06/2025,June 2025,Thursday,M1,Torno CNC,Noite,Pedro Santos,147.0,160,0,Sem parada,72.4
17/06/2025,June 2025,Tuesday,M1,Torno CNC,Noite,João Pereira,143.0,160,0,Sem parada,76.4
04/06/2025,June 2025,Wednesday,M4,Injetora,Tarde,Carlos Silva,203.0,200,0,Sem parada,90.5
30/01/2025,January 2025,Thursday,M3,Prensa Hidráulica,Tarde,Ana Souza,137.0,140,0,Sem parada,88.6
07/05/2025,May 2025,Wednesday,M1,Torno CNC,Manhã,Maria Lima,164.0,160,0,Sem parada,80.5
24/01/2025,January 2025,Friday,M4,Injetora,Noite,João Pereira,198.0,200,0,Sem parada,88.9
14/04/2025,April 2025,Monday,M2,Fresadora,Noite,Ana Souza,205.0,180,0,Sem parada,84.0
07/01/2025,January 2025,Tuesday,M3,Prensa Hidráulica,Tarde,Maria Lima,129.0,140,0,Sem parada,97.7
20/06/2025,June 2025,Friday,M1,Torno CNC,Noite,Maria Lima,175.0,160,0,Sem parada,68.7
26/06/2025,June 2025,Thursday,M1,Torno CNC,Tarde,Maria Lima,146.0,160,0,Sem parada,69.1
14/04/2025,April 2025,Monday,M1,Torno CNC,Tarde,Ana Souza,185.0,160,0,Sem parada,68.2
23/04/2025,April 2025,Wednesday,M2,Fresadora,Tarde,Carlos Silva,191.0,180,0,Sem parada,79.3
07/02/2025,February 2025,Friday,M4,Injetora,Manhã,Ana Souza,193.0,200,0,Sem parada,93.6
19/06/2025,June 2025,Thursday,M4,Injetora,Noite,Maria Lima,207.0,200,0,Sem parada,90.9
26/02/2025,February 2025,Wednesday,M4,Injetora,Manhã,Pedro Santos,186.0,200,0,Sem parada,105.7
28/03/2025,March 2025,Friday,M1,Torno CNC,Noite,Ana Souza,176.0,160,0,Sem parada,66.7
21/03/2025,March 2025,Friday,M1,Torno CNC,Noite,João Pereira,153.0,160,0,Sem parada,74.5
22/04/2025,April 2025,Tuesday,M5,Solda Robotica,Tarde,Ana Souza,111.0,120,0,Sem parada,65.0
28/05/2025,May 2025,Wednesday,M3,Prensa Hidráulica,Noite,João Pereira,135.0,140,0,Sem parada,90.8
03/03/2025,March 2025,Monday,M2,Fresadora,Noite,Pedro Santos,170.0,180,0,Sem parada,90.0
03/03/2025,March 2025,Monday,M4,Injetora,Manhã,João Pereira,217.0,200,0,Sem parada,97.4
03/02/2025,February 2025,Monday,M3,Prensa Hidráulica,Noite,Carlos Silva,125.0,140,0,Sem parada,98.8
30/06/2025,June 2025,Monday,M1,Torno CNC,Tarde,Carlos Silva,172.0,160,0,Sem parada,68.1
11/06/2025,June 2025,Wednesday,M5,Solda Robotica,Tarde,João Pereira,129.0,120,0,Sem parada,59.5
30/05/2025,May 2025,Friday,M1,Torno CNC,Noite,Pedro Santos,169.0,160,0,Sem parada,83.9
10/02/2025,February 2025,Monday,M5,Solda Robotica,Tarde,Pedro Santos,122.0,120,0,Sem parada,71.7
11/03/2025,March 2025,Tuesday,M4,Injetora,Manhã,Pedro Santos,175.0,200,0,Sem parada,101.3
14/02/2025,February 2025,Friday,M1,Torno CNC,Noite,Carlos Silva,158.0,160,0,Sem parada,82.2
10/03/2025,March 2025,Monday,M4,Injetora,Tarde,João Pereira,197.0,200,0,Sem parada,88.9
26/02/2025,February 2025,Wednesday,M3,Prensa Hidráulica,Tarde,Carlos Silva,136.0,140,0,Sem parada,96.2
15/04/2025,April 2025,Tuesday,M1,Torno CNC,Noite,Maria Lima,151.0,160,0,Sem parada,81.6
24/01/2025,January 2025,Friday,M3,Prensa Hidráulica,Manhã,Maria Lima,128.0,140,16,Manutenção preventiva,92.9
02/04/2025,April 2025,Wednesday,M1,Torno CNC,Tarde,Maria Lima,148.0,160,0,Sem parada,71.7
23/01/2025,January 2025,Thursday,M1,Torno CNC,Manhã,Pedro Santos,158.0,160,0,Sem parada,70.2
08/05/2025,May 2025,Thursday,M4,Injetora,Tarde,João Pereira,228.0,200,-3,Sem parada,102.9
25/06/2025,June 2025,Wednesday,M1,Torno CNC,Manhã,Ana Souza,152.0,160,0,Sem parada,76.6
19/02/2025,February 2025,Wednesday,M5,Solda Robotica,Tarde,João Pereira,105.0,120,0,Sem parada,67.9
09/04/2025,April 2025,Wednesday,M1,Torno CNC,Manhã,Maria Lima,164.0,160,-4,Sem parada,70.5
20/02/2025,February 2025,Thursday,M5,Solda Robotica,Manhã,Pedro Santos,130.0,120,0,Sem parada,64.8
31/03/2025,March 2025,Monday,M2,Fresadora,Noite,João Pereira,190.0,180,0,Sem parada,83.3
20/02/2025,February 2025,Thursday,M3,Prensa Hidráulica,Noite,Ana Souza,140.0,140,0,Sem parada,80.0
27/05/2025,May 2025,Tuesday,M3,Prensa Hidráulica,Tarde,Carlos Silva,140.0,140,0,Sem parada,92.2
11/03/2025,March 2025,Tuesday,M3,Prensa Hidráulica,Manhã,Pedro Santos,159.0,140,0,Sem parada,88.0
09/06/2025,June 2025,Monday,M4,Injetora,Noite,Maria Lima,231.0,200,0,Sem parada,90.8
07/01/2025,January 2025,Tuesday,M4,Injetora,Noite,Ana Souza,160.0,200,39,Manutenção preventiva,95.9
14/02/2025,February 2025,Friday,M3,Prensa Hidráulica,Manhã,Maria Lima,149.0,140,0,Sem parada,86.7
24/01/2025,January 2025,Friday,M2,Fresadora,Tarde,Maria Lima,181.0,180,0,Sem parada,88.8
06/01/2025,January 2025,Monday,M3,Prensa Hidráulica,Manhã,João Pereira,136.0,140,0,Sem parada,86.0
08/04/2025,April 2025,Tuesday,M3,Prensa Hidráulica,Manhã,Carlos Silva,117.0,140,25,Setup de máquina,78.5
06/02/2025,February 2025,Thursday,M3,Prensa Hidráulica,Noite,Maria Lima,139.0,140,0,Sem parada,93.4
24/03/2025,March 2025,Monday,M4,Injetora,Manhã,Ana Souza,225.0,200,0,Sem parada,101.6
31/01/2025,January 2025,Friday,M1,Torno CNC,Noite,Carlos Silva,150.0,160,0,Sem parada,75.5
21/05/2025,May 2025,Wednesday,M2,Fresadora,Manhã,João Pereira,186.0,180,0,Sem parada,77.3
23/05/2025,May 2025,Friday,M5,Solda Robotica,Noite,Carlos Silva,101.0,120,0,Sem parada,70.7
05/02/2025,February 2025,Wednesday,M3,Prensa Hidráulica,Noite,Carlos Silva,139.0,140,0,Sem parada,98.9
07/02/2025,February 2025,Friday,M3,Prensa Hidráulica,Manhã,Pedro Santos,165.0,140,0,Sem parada,88.2
25/03/2025,March 2025,Tuesday,M1,Torno CNC,Tarde,Carlos Silva,148.0,160,12,Setup de máquina,76.0
19/03/2025,March 2025,Wednesday,M5,Solda Robotica,Tarde,Ana Souza,131.0,120,0,Sem parada,77.6
24/02/2025,February 2025,Monday,M5,Solda Robotica,Noite,Maria Lima,125.0,120,0,Sem parada,74.3
19/02/2025,February 2025,Wednesday,M1,Torno CNC,Tarde,João Pereira,166.0,160,0,Sem parada,76.3
21/04/2025,April 2025,Monday,M3,Prensa Hidráulica,Noite,Carlos Silva,135.0,140,0,Sem parada,90.7
09/05/2025,May 2025,Friday,m2,Fresadora,Noite,Maria Lima,177.0,180,0,Sem parada,81.3
23/06/2025,June 2025,Monday,M5,Solda Robotica,Noite,Maria Lima,118.0,120,0,Sem parada,69.5
27/06/2025,June 2025,Friday,M3,Prensa Hidráulica,Manhã,Carlos Silva,139.0,140,0,Sem parada,90.9
30/06/2025,June 2025,Monday,M3,Prensa Hidráulica,Manhã,João Pereira,140.0,140,43,Falha mecânica,84.5
17/04/2025,April 2025,Thursday,M2,Fresadora,Tarde,Carlos Silva,171.0,180,0,Sem parada,92.1
19/02/2025,February 2025,Wednesday,M2,Fresadora,Noite,João Pereira,191.0,180,0,Sem parada,70.8
17/01/2025,January 2025,Friday,M5,Solda Robotica,Manhã,Maria Lima,112.0,120,0,Sem parada,70.8
21/03/2025,March 2025,Friday,M4,Injetora,Manhã,João Pereira,205.0,200,0,Sem parada,104.2
28/04/2025,April 2025,Monday,M1,Torno CNC,Noite,Maria Lima,143.0,160,0,Sem parada,79.1
02/06/2025,June 2025,Monday,M3,Prensa Hidráulica,Tarde,Maria Lima,144.0,140,0,Sem parada,90.7
12/03/2025,March 2025,Wednesday,M1,Torno CNC,Noite,João Pereira,157.0,160,0,Sem parada,72.7
25/02/2025,February 2025,Tuesday,M5,Solda Robotica,Tarde,Pedro Santos,110.0,120,36,Falha mecânica,72.8
16/04/2025,April 2025,Wednesday,M1,Torno CNC,Manhã,Ana Souza,158.0,160,0,Sem parada,82.6
14/01/2025,January 2025,Tuesday,M3,Prensa Hidráulica,Manhã,João Pereira,157.0,140,0,Sem parada,83.8
01/01/2025,January 2025,Wednesday,M1,Torno CNC,Noite,Pedro Santos,157.0,160,0,Sem parada,73.8
20/06/2025,June 2025,Friday,M4,Injetora,Noite,João Pereira,202.0,200,0,Sem parada,101.1
18/06/2025,June 2025,Wednesday,M4,Injetora,Manhã,Carlos Silva,219.0,200,0,Sem parada,99.5
13/05/2025,May 2025,Tuesday,M3,Prensa Hidráulica,Noite,João Pereira,161.0,140,0,Sem parada,98.1
31/01/2025,January 2025,Friday,M4,Injetora,Manhã,Maria Lima,214.0,200,0,Sem parada,101.4
25/02/2025,February 2025,Tuesday,M2,Fresadora,Manhã,João Pereira,155.0,180,0,Sem parada,84.5
14/02/2025,February 2025,Friday,M1,Torno CNC,Manhã,Ana Souza,168.0,160,0,Sem parada,81.6
23/04/2025,April 2025,Wednesday,M1,Torno CNC,Manhã,Ana Souza,150.0,160,0,Sem parada,75.9
29/04/2025,April 2025,Tuesday,M4,Injetora,Noite,Carlos Silva,196.0,200,0,Sem parada,93.5
20/05/2025,May 2025,Tuesday,M2,Fresadora,Manhã,Maria Lima,198.0,180,0,Sem parada,80.8
27/01/2025,January 2025,Monday,M1,Torno CNC,Tarde,Pedro Santos,166.0,160,0,Sem parada,82.2
17/01/2025,January 2025,Friday,M2,Fresadora,Tarde,Maria Lima,181.0,180,0,Sem parada,81.1
24/03/2025,March 2025,Monday,M2,Fresadora,Tarde,João Pereira,182.0,180,0,Sem parada,90.0
23/01/2025,January 2025,Thursday,M2,Fresadora,Tarde,João Pereira,204.0,180,0,Sem parada,89.4
26/02/2025,February 2025,Wednesday,M1,Torno CNC,Noite,Maria Lima,151.0,160,26,Falta de insumo,75.2
11/06/2025,June 2025,Wednesday,M3,Prensa Hidráulica,Noite,Pedro Santos,135.0,140,0,Sem parada,90.7
12/03/2025,March 2025,Wednesday,M5,Solda Robotica,Noite,Carlos Silva,115.0,120,0,Sem parada,64.4
11/02/2025,February 2025,Tuesday,M2,Fresadora,Tarde,Pedro Santos,179.0,180,0,Sem parada,90.9
07/05/2025,May 2025,Wednesday,M5,Solda Robotica,Manhã,Ana Souza,123.0,120,53,Falta de insumo,70.0
10/02/2025,February 2025,Monday,M4,Injetora,Manhã,Ana Souza,191.0,200,0,Sem parada,98.2
27/05/2025,May 2025,Tuesday,M5,Solda Robotica,Manhã,Ana Souza,124.0,120,0,Sem parada,72.4
07/02/2025,February 2025,Friday,M4,Injetora,Tarde,Ana Souza,178.0,200,0,Sem parada,90.4
27/01/2025,January 2025,Monday,M2,Fresadora,Manhã,Pedro Santos,188.0,180,0,Sem parada,84.0
09/06/2025,June 2025,Monday,M3,Prensa Hidráulica,Noite,João Pereira,147.0,140,0,Sem parada,90.6
27/06/2025,June 2025,Friday,M2,Fresadora,Tarde,Maria Lima,174.0,180,0,Sem parada,79.1
12/05/2025,May 2025,Monday,M4,Injetora,Noite,Ana Souza,227.0,200,0,Sem parada,93.4
23/01/2025,January 2025,Thursday,M4,Injetora,Tarde,Carlos Silva,214.0,200,0,Sem parada,104.5
07/02/2025,February 2025,Friday,M3,Prensa Hidráulica,Noite,Carlos Silva,157.0,140,0,Sem parada,87.4
15/04/2025,April 2025,Tuesday,M4,Injetora,Noite,João Pereira,231.0,200,0,Sem parada,87.2
13/05/2025,May 2025,Tuesday,M2,Fresadora,Tarde,Carlos Silva,193.0,180,0,Sem parada,83.2
27/06/2025,June 2025,Friday,M3,Prensa Hidráulica,Tarde,Carlos Silva,119.0,140,47,Falha mecânica,95.9
05/06/2025,June 2025,Thursday,M4,Injetora,Tarde,João Pereira,191.0,200,0,Sem parada,93.3
05/02/2025,February 2025,Wednesday,M3,Prensa Hidráulica,Manhã,Maria Lima,168.0,140,0,Sem parada,89.5
19/02/2025,February 2025,Wednesday,M3,Prensa Hidráulica,Tarde,Carlos Silva,135.0,140,0,Sem parada,84.4
10/02/2025,February 2025,Monday,M2,Fresadora,Noite,Maria Lima,171.0,180,0,Sem parada,82.2
13/02/2025,February 2025,Thursday,M5,Solda Robotica,Noite,Maria Lima,125.0,120,0,Sem parada,72.2
06/06/2025,June 2025,Friday,M3,Prensa Hidráulica,Manhã,Pedro Santos,156.0,140,0,Sem parada,99.0
07/03/2025,March 2025,Friday,M4,Injetora,Tarde,Maria Lima,204.0,200,0,Sem parada,69.1
10/06/2025,June 2025,Tuesday,M2,Fresadora,Noite,Pedro Santos,186.0,180,0,Sem parada,91.7
07/02/2025,February 2025,Friday,M2,Fresadora,Manhã,Ana Souza,183.0,180,0,Sem parada,89.4
26/06/2025,June 2025,Thursday,M1,Torno CNC,Noite,Carlos Silva,165.0,160,0,Sem parada,72.2
24/02/2025,February 2025,Monday,M5,Solda Robotica,Tarde,Maria Lima,133.0,120,0,Sem parada,72.8
02/05/2025,May 2025,Friday,M3,Prensa Hidráulica,Noite,Ana Souza,155.0,140,0,Sem parada,93.5
14/03/2025,March 2025,Friday,M3,Prensa Hidráulica,Noite,João Pereira,121.0,140,0,Sem parada,95.8
12/06/2025,June 2025,Thursday,M1,Torno CNC,Tarde,Pedro Santos,155.0,160,0,Sem parada,74.7
08/04/2025,April 2025,Tuesday,M3,Prensa Hidráulica,Noite,Carlos Silva,134.0,140,0,Sem parada,89.3
17/01/2025,January 2025,Friday,M1,Torno CNC,Noite,João Pereira,168.0,160,0,Sem parada,73.0
23/05/2025,May 2025,Friday,M1,Torno CNC,Noite,Ana Souza,137.0,160,-1,Falha mecânica,76.6
16/01/2025,January 2025,Thursday,M2,Fresadora,Noite,João Pereira,168.0,180,0,Sem parada,86.2
28/01/2025,January 2025,Tuesday,M3,Prensa Hidráulica,Tarde,Carlos Silva,142.0,140,0,Sem parada,91.2
26/02/2025,February 2025,Wednesday,M5,Solda Robotica,Tarde,Maria Lima,120.0,120,0,Sem parada,69.3
27/02/2025,February 2025,Thursday,M1,Torno CNC,Noite,Maria Lima,149.0,160,0,Sem parada,83.2
29/01/2025,January 2025,Wednesday,M1,Torno CNC,Manhã,João Pereira,169.0,160,0,Sem parada,70.4
19/06/2025,June 2025,Thursday,M1,Torno CNC,Manhã,Carlos Silva,167.0,160,0,Sem parada,71.8
18/02/2025,February 2025,Tuesday,M4,Injetora,Manhã,Ana Souza,183.0,200,48,Falta de insumo,100.2
29/05/2025,May 2025,Thursday,M4,Injetora,Tarde,Maria Lima,202.0,200,0,Sem parada,97.1
14/03/2025,March 2025,Friday,M5,Solda Robotica,Manhã,Carlos Silva,124.0,120,0,Sem parada,73.5
24/06/2025,June 2025,Tuesday,M3,Prensa Hidráulica,Tarde,João Pereira,148.0,140,0,Sem parada,89.4
04/04/2025,April 2025,Friday,M3,Prensa Hidráulica,Noite,João Pereira,160.0,140,0,Sem parada,96.2
13/05/2025,May 2025,Tuesday,M3,Prensa Hidráulica,Tarde,Carlos Silva,137.0,140,0,Sem parada,88.5
18/03/2025,March 2025,Tuesday,M4,Injetora,Manhã,Pedro Santos,233.0,200,0,Sem parada,89.7
20/03/2025,March 2025,Thursday,M1,Torno CNC,Tarde,João Pereira,148.0,160,0,Sem parada,76.6
10/02/2025,February 2025,Monday,M1,Torno CNC,Noite,Pedro Santos,162.0,160,0,Sem parada,77.5
04/02/2025,February 2025,Tuesday,M4,Injetora,Noite,Ana Souza,190.0,200,0,Sem parada,95.1
28/03/2025,March 2025,Friday,M5,Solda Robotica,Noite,Carlos Silva,115.0,120,0,Sem parada,69.9
12/03/2025,March 2025,Wednesday,M3,Prensa Hidráulica,Manhã,Maria Lima,131.0,140,0,Sem parada,80.7
11/04/2025,April 2025,Friday,M4,Injetora,Noite,Carlos Silva,197.0,200,0,Sem parada,101.9
25/06/2025,June 2025,Wednesday,M5,Solda Robotica,Noite,João Pereira,100.0,120,0,Sem parada,69.6
27/03/2025,March 2025,Thursday,M3,Prensa Hidráulica,Manhã,Ana Souza,133.0,140,0,Sem parada,90.5
16/01/2025,January 2025,Thursday,M4,Injetora,Tarde,Pedro Santos,204.0,200,0,Sem parada,102.4
21/02/2025,February 2025,Friday,M3,Prensa Hidráulica,Manhã,Carlos Silva,147.0,140,0,Sem parada,84.3
10/03/2025,March 2025,Monday,M3,Prensa Hidráulica,Tarde,Pedro Santos,146.0,140,0,Sem parada,81.2
01/04/2025,April 2025,Tuesday,M2,Fresadora,Manhã,Maria Lima,143.0,180,0,Sem parada,83.6
27/03/2025,March 2025,Thursday,M1,Torno CNC,Manhã,Maria Lima,169.0,160,0,Sem parada,76.2
31/01/2025,January 2025,Friday,M2,Fresadora,Tarde,Pedro Santos,141.0,180,0,Sem parada,90.5
14/04/2025,April 2025,Monday,M3,Prensa Hidráulica,Tarde,Ana Souza,129.0,140,0,Sem parada,92.4
26/03/2025,March 2025,Wednesday,M2,Fresadora,Manhã,Carlos Silva,183.0,180,0,Sem parada,87.5
28/05/2025,May 2025,Wednesday,M5,Solda Robotica,Tarde,Carlos Silva,105.0,120,0,Sem parada,67.5
09/05/2025,May 2025,Friday,M5,Solda Robotica,Tarde,Maria Lima,112.0,120,0,Sem parada,63.5
30/06/2025,June 2025,Monday,M3,Prensa Hidráulica,Tarde,João Pereira,135.0,140,0,Sem parada,89.2
27/06/2025,June 2025,Friday,M2,Fresadora,Noite,João Pereira,174.0,180,0,Sem parada,86.3
10/06/2025,June 2025,Tuesday,M1,Torno CNC,Tarde,João Pereira,165.0,160,0,Sem parada,77.1
06/06/2025,June 2025,Friday,M4,Injetora,Tarde,Ana Souza,232.0,200,5,Falha mecânica,101.0
20/01/2025,January 2025,Monday,M2,Fresadora,Manhã,Pedro Santos,155.0,180,0,Sem parada,91.8
02/01/2025,January 2025,Thursday,m1,Torno CNC,Manhã,João Pereira,152.0,160,0,Sem parada,84.3
24/01/2025,January 2025,Friday,M4,Injetora,Tarde,Pedro Santos,210.0,200,0,Sem parada,86.7
28/02/2025,February 2025,Friday,M1,Torno CNC,Tarde,Maria Lima,166.0,160,0,Sem parada,70.4
